
score,episode reward,running reward,episode frames,total frames,Q values
210,64,89.18,589,509666,18.710148
50,20,88.5,182,509848,18.577436
320,92,88.86,909,510757,18.618757
220,76,88.38,684,511441,18.537712
150,52,87.92,505,511946,18.592403
180,56,88.16,298,512244,18.558958
140,44,88.12,393,512637,18.67131
340,96,88.24,1030,513667,18.453873
110,28,87.84,197,513864,18.862364
620,160,88.48,1339,515203,18.459667
70,28,88.32,211,515414,18.429342
610,156,88.32,1722,517136,18.458435
230,76,88.18,706,517842,18.49888
180,44,88.35,399,518241,18.60913
290,84,88.83,642,518883,18.377678
50,20,88.79,189,519072,18.691233
410,104,88.59,995,520067,18.46402
160,48,88.03,473,520540,18.577028
320,100,88.03,941,521481,18.715698
390,112,88.67,731,522212,18.688961
380,104,88.63,647,522859,18.733934
100,32,88.51,309,523168,18.88789
470,132,88.47,939,524107,18.757198
100,28,87.19,409,524516,18.835243
130,40,87.07,431,524947,18.753195
340,96,87.03,845,525792,18.69998
140,52,86.55,482,526274,18.779913
460,120,87.3,1147,527421,18.837992
140,44,86.74,439,527860,18.752638
410,109,86.75,898,528758,18.88387
120,32,86.23,530,529288,18.83317
740,180,87.59,1600,530888,18.846037
300,80,88.02,1078,531966,18.858847
290,76,87.7,828,532794,18.879642
220,56,87.1,820,533614,18.91772
610,152,87.34,1388,535002,18.68446
370,100,87.94,1289,536291,18.617249
40,8,86.49,109,536400,18.64511
270,68,85.37,418,536818,18.630571
480,128,85.25,1469,538287,18.634127
370,92,85.29,1147,539434,18.51709
210,56,84.81,586,540020,18.376156
310,76,84.93,1082,541102,18.466341
80,28,84.41,150,541252,18.513489
90,32,83.25,464,541716,18.676395
150,42,82.67,620,542336,18.500504
430,120,82.75,1003,543339,18.465708
220,56,82.35,622,543961,18.374907
520,132,83.14,1478,545439,18.488348
120,40,82.26,496,545935,18.52387
350,96,81.73,917,546852,18.648
490,124,81.61,1169,548021,18.533842
590,152,81.49,1454,549475,18.465237
290,76,81.01,668,550143,18.59068
180,52,79.69,416,550559,18.703972
300,88,79.25,776,551335,18.702473
440,128,79.65,1011,552346,18.747938
160,48,78.95,384,552730,18.860254
570,140,79.47,1121,553851,18.92041
190,72,80.15,448,554299,19.046453
230,68,80.19,838,555137,19.065552
670,168,81.15,1318,556455,19.049747
600,156,82.07,1521,557976,19.012592
250,64,81.71,513,558489,19.151573
220,68,81.43,581,559070,19.093801
200,56,81.19,708,559778,19.129192
160,40,80.83,188,559966,19.123375
280,76,80.43,684,560650,19.515577
300,88,79.55,804,561454,19.436434
370,108,79.39,720,562174,19.663643
20,8,78.15,47,562221,19.23707
90,28,76.91,291,562512,19.824816
270,92,77.31,711,563223,19.578835
160,56,77.31,491,563714,19.625774
120,32,77.32,290,564004,19.71333
180,52,77.24,714,564718,19.693956
190,48,77.08,273,564991,19.700165
100,40,77.2,343,565334,19.589071
290,76,77.0,750,566084,19.664312
60,24,76.55,219,566303,19.814457
500,132,76.59,1007,567310,19.795652
400,112,77.15,1079,568389,19.7576
60,24,76.05,146,568535,20.02002
310,84,76.73,699,569234,19.755146
110,28,75.87,300,569534,19.843594
330,96,75.95,694,570228,19.903036
510,132,77.07,1090,571318,19.965332
280,72,76.43,532,571850,20.069328
110,40,76.4,320,572170,20.035746
600,148,77.12,1376,573546,19.924376
230,64,77.04,405,573951,19.864197
100,32,76.76,301,574252,19.904621
260,79,77.19,679,574931,20.011051
220,64,76.4,489,575420,19.979368
540,140,76.88,1027,576447,19.95275
290,80,76.12,522,576969,19.985558
530,140,77.25,745,577714,20.06801
570,152,77.82,745,578459,19.856337
120,36,77.98,255,578714,20.091005
20,8,77.58,94,578808,20.338465
200,60,77.54,317,579125,20.13574
460,128,78.62,833,579958,19.984735
180,64,78.34,687,580645,20.0019
190,64,78.22,510,581155,19.786049
310,84,78.54,511,581666,19.898172
230,64,78.62,384,582050,19.962934
350,96,79.14,606,582656,19.924217
70,24,78.42,163,582819,20.012112
240,72,78.86,692,583511,19.999378
320,96,78.22,623,584134,20.010754
250,72,78.66,433,584567,20.055939
110,32,77.42,179,584746,20.04238
360,93,77.59,435,585181,20.117403
140,44,77.59,214,585395,20.087044
220,68,77.43,355,585750,20.089264
210,60,77.83,351,586101,20.010338
270,80,77.59,405,586506,20.122648
320,88,77.99,423,586929,20.130587
40,13,77.12,104,587033,20.298943
270,84,76.84,452,587485,20.264246
560,151,77.31,934,588419,20.180702
120,36,77.35,223,588642,20.00596
130,44,76.47,272,588914,20.469421
220,69,76.88,334,589248,20.15465
770,184,78.32,1687,590935,20.194353
350,96,78.32,705,591640,20.200325
470,127,79.07,1021,592661,20.221575
410,116,79.03,729,593390,20.1959
510,132,79.91,964,594354,20.162409
260,68,79.5,574,594928,20.144287
250,72,79.9,592,595520,20.06821
460,124,79.34,882,596402,20.122223
120,40,78.94,354,596756,19.883999
580,155,79.73,1031,597787,20.04283
210,64,79.81,510,598297,19.869097
360,92,79.21,843,599140,19.901735
390,112,79.33,1177,600317,19.929289
620,156,80.81,1266,601583,20.035473
40,12,80.25,139,601722,19.865839
330,84,79.81,578,602300,20.034988
250,64,79.53,627,602927,19.962265
260,84,79.81,629,603556,19.903696
370,95,80.0,839,604395,19.991228
150,47,80.19,480,604875,19.976326
570,140,81.27,1388,606263,19.878592
120,40,81.25,317,606580,19.931675
110,40,80.45,345,606925,19.93761
220,64,80.53,502,607427,19.977713
320,99,80.2,719,608146,19.833908
330,96,80.76,609,608755,19.79243
660,164,81.44,1444,610199,19.86449
440,120,81.4,579,610778,19.861984
360,104,80.92,791,611569,19.92366
140,48,80.64,289,611858,19.8932
700,176,81.88,973,612831,20.001995
510,136,82.36,968,613799,20.14201
720,176,82.84,2166,615965,20.058537
120,48,82.84,320,616285,20.126436
270,68,82.12,427,616712,20.064314
720,180,83.2,1902,618614,20.021317
770,188,84.4,1684,620298,19.922144
210,68,83.4,357,620655,19.837627
370,103,82.87,664,621319,20.040045
250,73,82.96,456,621775,19.82752
130,44,82.72,423,622198,20.04283
120,40,82.56,316,622514,19.9887
210,67,82.83,324,622838,20.065823
50,16,82.23,181,623019,20.186697
410,110,82.45,763,623782,20.153467
240,80,82.17,481,624263,20.01251
230,72,82.81,571,624834,20.232397
220,56,83.09,578,625412,20.093084
60,12,82.29,92,625504,19.96172
160,48,82.21,500,626004,20.02584
280,74,82.63,652,626656,20.091312
190,68,82.79,617,627273,20.200634
210,64,82.95,857,628130,20.240974
340,104,83.59,732,628862,20.421038
710,172,84.55,1252,630114,20.355091
80,24,84.55,146,630260,20.292892
80,32,83.55,165,630425,20.361206
280,80,83.23,748,631173,20.469236
160,52,83.51,415,631588,20.374802
20,8,82.75,111,631699,20.255434
240,76,83.23,750,632449,20.518177
280,84,83.11,679,633128,20.508907
880,216,83.95,2284,635412,20.383223
360,104,84.27,777,636189,20.301222
160,48,84.35,512,636701,20.15384
60,24,83.11,262,636963,20.272572
280,78,83.25,722,637685,20.210619
630,88,83.81,698,638383,20.186663
790,96,83.98,830,639213,20.1459
290,84,84.18,863,640076,20.157526
450,76,83.54,729,640805,20.056782
540,76,83.5,582,641387,20.041418
620,160,83.7,942,642329,20.110256
480,72,82.9,456,642785,20.074642
300,84,83.38,731,643516,20.03263
30,8,83.38,134,643650,20.303349
150,52,83.3,443,644093,20.130157
290,80,82.82,618,644711,20.213343
260,80,82.98,632,645343,20.108568
370,104,83.38,646,645989,20.116993
120,48,83.02,269,646258,20.23347
380,112,83.5,583,646841,20.173248
280,80,83.34,492,647333,20.231354
460,129,84.39,782,648115,20.212397
760,184,85.51,1006,649121,20.253096
280,80,85.35,526,649647,20.220268
420,116,85.79,829,650476,20.35088
340,92,86.39,500,650976,20.422169
630,164,87.1,941,651917,20.45042
30,12,86.78,94,652011,20.471092
30,12,86.22,105,652116,20.456947
70,26,85.88,177,652293,20.745388
510,124,86.32,790,653083,20.513748
180,68,86.12,502,653585,20.739985
130,48,86.47,299,653884,20.637974
610,156,87.19,834,654718,20.698061
270,76,86.44,606,655324,20.597282
60,20,86.28,285,655609,20.525032
110,36,86.2,368,655977,20.592243
340,91,86.42,620,656597,20.690914
260,80,85.38,468,657065,20.689507
70,28,84.7,341,657406,20.58975
310,88,84.31,695,658101,20.626715
100,28,83.43,218,658319,20.653643
200,64,82.75,429,658748,20.680307
80,24,82.31,334,659082,20.742296
360,93,82.52,557,659639,20.733765
260,84,82.12,750,660389,20.737823
300,92,82.64,761,661150,20.71736
120,31,81.4,238,661388,20.795084
350,96,81.72,768,662156,20.758368
130,39,81.19,339,662495,20.984118
240,77,80.84,651,663146,20.82627
70,15,79.43,175,663321,20.897598
320,95,80.26,530,663851,20.737247
260,72,80.14,428,664279,20.780352
250,76,80.26,399,664678,20.747227
220,70,80.12,521,665199,20.810318
150,52,79.69,390,665589,20.6475
190,56,79.78,330,665919,20.838581
290,96,79.34,681,666600,20.696266
400,104,79.98,949,667549,20.784157
250,84,80.42,626,668175,20.694788
180,57,80.35,450,668625,20.792984
510,140,80.76,999,669624,20.718496
150,52,80.32,390,670014,20.883139
250,76,79.44,481,670495,20.833088
420,108,79.32,1003,671498,20.650457
210,60,78.88,736,672234,20.717169
230,68,79.08,449,672683,20.670862
280,68,78.0,637,673320,20.672743
270,76,77.4,692,674012,20.749912
460,120,76.84,1375,675387,20.68029
220,72,77.08,579,675966,20.595768
680,164,78.04,1645,677611,20.566137
530,144,77.68,1047,678658,20.49289
320,92,76.72,662,679320,20.50049
360,100,77.04,651,679971,20.595976
220,60,76.61,496,680467,20.52421
210,72,76.6,460,680927,20.542425
530,136,77.52,849,681776,20.509953
130,40,77.52,291,682067,20.434978
190,60,77.45,458,682525,20.623186
680,168,78.97,1106,683631,20.56549
50,20,78.07,186,683817,20.441622
110,32,77.59,212,684029,20.603825
120,40,77.27,374,684403,20.680239
250,84,77.55,642,685045,20.56229
110,44,77.87,496,685541,20.593458
230,76,78.15,443,685984,20.46855
80,24,77.65,221,686205,20.320524
610,152,78.49,884,687089,20.50952
160,52,78.37,619,687708,20.523949
290,80,78.13,664,688372,20.597586
70,28,76.69,312,688684,20.697733
280,84,77.29,597,689281,20.572294
120,36,77.33,207,689488,20.700066
40,16,76.69,153,689641,20.681656
270,92,77.09,817,690458,20.612392
520,132,78.33,1335,691793,20.744463
230,72,78.29,598,692391,20.778173
220,80,78.25,643,693034,20.613892
90,32,76.41,191,693225,20.537647
370,108,76.45,810,694035,20.769136
200,67,76.64,491,694526,20.767385
440,108,77.48,738,695264,20.749807
70,25,76.95,187,695451,20.566935
550,136,77.43,788,696239,20.806253
320,97,77.44,775,697014,20.835941
210,68,77.28,422,697436,20.844208
80,28,76.8,274,697710,20.834972
170,56,76.6,483,698193,20.72636
260,72,75.72,573,698766,20.846268
420,128,76.28,827,699593,20.724556
110,36,75.8,368,699961,20.869686
40,16,75.88,144,700105,20.654045
70,28,75.64,273,700378,20.945076
200,67,75.51,409,700787,20.892313
20,8,74.79,191,700978,20.943264
560,148,75.23,1180,702158,20.813047
100,28,75.03,256,702414,20.837746
230,64,74.55,394,702808,20.642126
160,56,74.31,462,703270,20.827663
170,52,73.54,556,703826,20.761353
280,68,72.38,470,704296,20.859009
410,106,72.64,834,705130,20.868769
440,120,72.68,790,705920,20.825594
240,71,72.47,515,706435,20.818254
150,56,71.39,411,706846,20.806812
320,84,72.11,790,707636,20.739134
430,120,73.19,871,708507,20.77585
420,112,74.05,718,709225,20.752768
570,145,74.26,1158,710383,20.739326
680,172,75.3,1245,711628,20.801767
160,52,75.34,342,711970,20.931015
210,60,74.38,463,712433,20.982971
180,56,74.18,450,712883,20.88506
30,12,74.1,124,713007,20.962814
390,96,74.7,850,713857,20.852325
100,24,74.03,195,714052,20.706814
290,89,74.12,587,714639,20.843157
610,155,75.39,978,715617,20.79945
540,132,75.83,842,716459,20.879597
270,72,76.27,542,717001,20.878725
150,45,76.08,266,717267,20.888159
80,23,76.07,222,717489,21.028505
340,96,76.1,677,718166,20.868132
160,56,75.82,319,718485,20.85104
330,92,75.82,737,719222,20.93051
210,61,76.12,542,719764,20.965492
170,44,75.6,464,720228,20.961933
210,64,75.85,442,720670,21.01924
400,92,76.0,572,721242,21.063822
380,100,76.85,781,722023,20.992382
230,72,76.62,571,722594,20.988058
300,84,76.74,804,723398,20.965254
360,104,77.02,639,724037,20.949774
150,52,76.84,529,724566,20.925438
490,124,77.56,968,725534,20.836166
550,144,78.44,1195,726729,20.911049
180,56,78.04,374,727103,20.967169
300,93,77.93,619,727722,20.969759
150,53,77.62,339,728061,20.926214
460,128,78.33,878,728939,20.91917
